,uid,userLevel,userName,vipGrade,createtime,voteUp,downCount,content
8,1544089267,5,yunos用户1537177301577600,0,1566133234490,0,0,"

~"
8,732294216,10,缘灭70856108,1,1566124977882,0,0,第八集为啥不能看
8,1239256471,7,你怎么舍得我难过0313,0,1566112844733,1,0,千玺好棒
8,1071169558,22,小白1481976664886200,1,1566109143919,1,0,演的很好
8,1643965777,7,胥初语,1,1566106708945,1,0,易烊千玺演的挺好
8,1760394626,2,x的l猛烈酱虹虹,0,1566104087280,0,0,想和檀棋做爱
8,1394106297,20,电饭锅恶魔,3,1566102347338,0,0,[呵呵][呵呵]
8,1448423157,8,一点车-李仕兵,2,1566101362039,0,0,[吐舌][吐舌][吐舌]
8,1528016837,5,南栀吖吖,3,1566098356489,2,0,我崽真帅
8,1425368973,15,ANKKO_,3,1566097189875,0,0,好
8,1486546005,14,HEROaabcd,3,1566083903430,0,0,嗷嗷嗷
8,379938081,35,shimengxi,0,1566068339691,0,0,这辈子不用舒适达
8,1163705772,20,吾守臻臻臻臻臻臻,0,1566067540220,0,0,崔器这表情[黑线]
8,1734276063,5,de锡西w特不耻下问,0,1566064998792,0,0,为什么一群猪队友
8,1192800775,15,吾忆凡勿遗凡063288868,2,1566052676019,0,0,第八集去哪了
8,1128209647,61,xinzimao110886290,6,1566049687039,0,0,我来了[呵呵]
8,347717080,28,0edad7ed,3,1566043770467,1,0,哦哦
8,1680198516,9,的同学劳埃德贲,0,1566037002991,0,0,拍得像电影一样的电视剧
8,1756711406,6,de多拉休利特亲,1,1566027839729,3,0,这个崔器简直是个草包，为了自己私心，嫉妒，完全不懂顾全大局，李必身边怎么留这么个玩意儿，能成大事吗
8,1756711406,6,de多拉休利特亲,1,1566027395022,2,0,这戏有点捉急啊，拖油瓶太多了[勉强]
8,338370339,64,游戏男孩,6,1566027187472,0,0,铁甲依然在
8,338370339,64,游戏男孩,6,1566027157414,0,0,铁架依然在
8,732721481,11,-的尤其简洁肯尼迪,0,1565974729928,2,0,安敬思的侍卫真次，太坏了
8,1061234656,30,ZYXQ710103,7,1565963898215,0,0,我又来看了[熊猫可怜]
8,1483794115,3,大杨晶70595,1,1565962123276,1,0,为什么第八集看不了呀
8,1610227152,16,老顽童嘞,0,1565961732324,0,0,真好看
8,1700864114,34,纯洁的小妹妹,2,1565956012918,0,0,666
8,1755677397,4,的极其公道陆小凤君,0,1565955105280,1,0,这个崔器太特么讨厌了
8,1047135140,3,jennifer20020114,6,1565951716129,0,0,???
8,1047135140,3,jennifer20020114,6,1565951651047,0,0,怎么是窄屏，要怎样恢复呀
8,1094576353,5,自豪的湘云_,0,1565946564626,7,0,因为千玺我才会一直坚持看下去的，换了其他人的话，我是不会点开来看的
8,827420276,100,CIBN_w7VarOEG,5,1565943415946,0,0,剧情好，演技好
8,959574449,37,童童小瘦子,0,1565940354519,1,0,大唐盛世
8,532799246,42,Andrea0301,5,1565930154016,0,0,雷大头加油
8,1393668841,12,11111111111q65,3,1565930055691,0,0,雷大头
8,1071169558,22,小白1481976664886200,1,1565928122123,1,0,加油
8,1045975763,8,yu大茜er,0,1565875879778,1,0,开始是真的看不懂，后来越看越上头，还有我家千玺，爱辽爱辽
8,1383144622,10,放羊的星星200283791,0,1565871200009,0,0,这里面的人怎么时时刻刻嘴巴都在动？感觉像嚼口香糖。
8,952917126,5,苗苗9997786031,0,1565853640678,0,0,那句太子和百姓都要救实在帅爆了！！
8,813571467,18,农夫67513,2,1565847363771,0,0,好好好好好
8,1071169558,22,小白1481976664886200,1,1565842207399,2,0,来了
8,1494608629,6,迁徙学霸,0,1565840835207,0,0,小乙
8,1182531699,9,饺子君j,3,1565832847370,0,0,来了
8,964339720,100,微风ld,3,1565828310770,1,0,哈哈哈哈
8,1035171896,32,kk淘金进行时,4,1565827430694,1,0,号
8,1218418567,17,fengxuan150,5,1565795899949,2,0,有没有人和我一样，是为了鱼肠—李媛小姐姐，才追这部剧的？[花心]
8,1061234656,30,ZYXQ710103,7,1565795166382,1,0,这电视不错 很好看
8,1043067358,32,漂洋过海wait10,6,1565789348017,1,0,情节不错
8,1208083327,5,白白白47781,0,1565786877985,1,0,看的我稀里哗啦的，干啥呀😭
8,1182531699,9,饺子君j,3,1565784515231,1,0,好剧
8,454323966,13,无名无氏66925998,0,1565784071461,1,0,Ky 
8,1700864114,34,纯洁的小妹妹,2,1565776756910,0,0,真好看
8,1717296305,8,的荷包蛋小雨同志,0,1565772850957,0,0,666
8,1156773227,42,的阳光1冷卉,6,1565758755800,0,1,比九州缥缈录好看多了
8,1220605218,10,瞿可爱m-m,3,1565751633388,1,1,第8集不给看吗
8,343211054,28,竹叶青流,6,1565748173775,0,0,😄
8,1035171896,32,kk淘金进行时,4,1565746077430,0,0,哈哈哈
8,1121796840,13,的法拉第A极度豪迈,0,1565745008665,0,0,女人不好惹
8,1528016837,5,南栀吖吖,3,1565734606160,0,0,我家崽崽真帅
8,1217907700,39,花子448,4,1565733359413,0,0,我咋看的这么累啊
8,396112895,24,痞夫,4,1565715591561,1,0,好看到不行...第一次觉得中国的电视剧每集都拍电影一样，真不错...
8,641665550,20,_107514506,4,1565712907551,1,0,崔器是在故意模仿黄渤么？
8,1393668841,12,11111111111q65,3,1565706211639,0,0,雷大头
8,1035540815,20,深秋寂静,5,1565704556510,0,0,每个角色都演的很到位
8,616603522,52,LJLXTZ,2,1565702376471,0,0,[花心][花心][真棒][酷][酷]
8,1749085922,6,易烊千玺和清华总得上一个,0,1565689593331,2,0,易烊千玺演的李必算是可以了，那些说不行，鸡蛋里挑骨头的人怎么不上去演，小鲜肉里易烊千玺演技很棒了
8,709230608,75,lolone1988,6,1565685852574,0,0,崔锤子球用没得
8,532799246,42,Andrea0301,5,1565681419820,0,0,雷大头
8,1048783698,3,谢楠楠1479347151133493,2,1565677927430,0,0,雷子可以的
8,915711392,29,军哥666@,6,1565675379757,2,0,故事情节衔接太生硬，演员很多演技太差，不是雷佳音几个顶着，完全浪费时间
8,1035171896,32,kk淘金进行时,4,1565667098013,0,0,好
8,1528016837,5,南栀吖吖,3,1565664960282,0,0,我家崽崽真帅[花心][花心][花心][花心]
8,1236948639,4,每天开心看世界,5,1565654690898,1,0,易烊千玺的簪子怎么是前后插得呢？
8,362053904,55,煤油机,0,1565630566981,0,0,魏武卒都出来了
8,1090997509,7,末日浮空60177,2,1565622499505,0,0,yeah
8,1760485537,1,顺风耳太deA活跃同学,0,1565615463793,0,0,卧底的狼卫的解释：蒙古草原上的狼太多过人，这就是成吉思汗称卧底的称呼：布尔纳木「狼卫」……。
8,1760485537,1,顺风耳太deA活跃同学,0,1565614483416,0,0,我本人没有说错的话，这就是千百年来「蒙古」成吉思汗「铁木针」安排的卧底也就是说「狼卫」……。
8,1045403698,15,莫莫莫莫莫541864956,0,1565613849442,0,0,都散了吧，徐斌哎
8,389090548,39,兰蓝难,2,1565610929300,1,0,崔器到底是好是坏？不怕牵连司辰？
8,389090548,39,兰蓝难,2,1565610703503,0,0,那个崔旅帅感觉一直在笑
8,460826559,26,写那种情景,6,1565610293908,0,0,不错
8,1071169558,22,小白1481976664886200,1,1565603295484,0,0,千玺加油
8,1751014456,6,珍尼丝太滴Y好笑酱,1,1565594548211,2,0,第八集怎么打不开？
