,uid,userLevel,userName,vipGrade,createtime,voteUp,downCount,content
40,1571320721,1,i宇文寒露,0,1566135500855,0,0,好看
40,1737819222,9,俺是一头大狗熊,0,1566135419965,0,0,太好了
40,397930923,6,蒲公英21315389,0,1566129724471,0,0,元载这种小人永远比好人活得久活得更好！
40,1038100464,34,最初的陳,0,1566129683935,0,0,）6666
40,379204537,4,Lo稀饭,5,1566126552036,1,0,支线剧情太多，主线剧情太慢。此剧唯一缺点
40,1734108910,4,熊熊的同学乐瑶,0,1566124110218,0,0,追剧追剧
40,1722592500,3,杰里迈亚灰常deu灵活酱,0,1566123664958,0,0,讨厌张小敬，愚忠，还害死了闻染
40,1219169654,16,Y繁荣de阿西娜,0,1566123071978,0,0,姚汝能去哪了？
40,803406526,6,异常滴蘑菇_,1,1566121913199,0,0,所有问题全部圣人几句话化解啦？
40,1156060339,11,夜未央猪猪1494469001725249,0,1566119031786,1,0,挺好看的
40,1524462476,4,苏醒吧ys,0,1566118861650,0,0,太悲催啊
40,1087483321,19,左耳zr19885,0,1566117981585,0,0,值得一看
40,1526864287,6,教养的比扎罗同学,2,1566115010487,0,0,闻染作死，还作别人
40,395341024,11,跑调王08181420,0,1566114228682,0,0,最后一刻竟然没有用迷药
40,1746771992,8,gskwkv,0,1566110824731,1,0,觉得元载真的好坏
40,1225306202,7,ccc7990895617,0,1566109366878,1,0,我更喜欢姚汝能一点，希望能成元载那样的人。评论的你们绝大多数也是这两类人
40,1357790829,17,泰然处之家务天下事,0,1566105079141,1,0,俺不喜欢小鲜肉，但是千玺改变了俺。
40,346904962,50,娱乐至死的我们,5,1566105049985,0,0,买了个表的为啥广告关不了
40,1145926673,7,T拘束的查尔斯,0,1566104385275,2,0,经典的力量，真的带人重回到了大唐
40,408007962,5,紫翼圣天,0,1566103623613,0,0,没有谁对谁错  只要看当时的情势需要谁  那么谁就对
40,457736529,28,Chaplin梁,0,1566102863334,0,0,共享理念
40,1161741946,10,宝宝80241,0,1566102258518,0,0,嗯嗯特别好看
40,1074372278,18,enjoymissyou95772,5,1566101008618,1,3,"这剧就是害死对自己好的，保护对自己不好的；还自己感觉很良好的觉得自己是英雄似的。
古语好的说：修身，齐家平国治天下，自己的亲人都没有保护好还去想着整个长安，分不清主次，真是挺悲哀的事。
这部电视剧让人思考一下，还有一点点可取之处。"
40,408441717,28,哦loop一个吻,5,1566098556298,1,0,元载是怎么撩妹的？？？哈哈😄
