,uid,userLevel,userName,vipGrade,createtime,voteUp,downCount,content
6,375977745,22,迟钝滴杜波依斯T,0,1566132100618,0,0,⊙∀⊙！
6,1158049195,35,虚无北,3,1566130159479,0,0,好看好看
6,1053382480,8,旋转de浪漫,0,1566129998759,0,0,好看
6,1505888353,16,天啦噜蟹蟹,4,1566129799140,0,0,[呵呵]
6,1571403346,12,吃不饱的大可爱27507,2,1566122367858,0,0,这个电视剧拍的真心不错，像电影一样，雷佳音演，的超级好，四字弟弟当时才十七岁还没进中戏演技也是超级在线的
6,1195561595,11,bx891216,0,1566117803202,0,0,听到了陈建斌老师的声音[乖]
6,329049833,7,芹圃小农,2,1566107543181,0,0,小乙的这段情节太感动人了。
6,789833269,35,-金倩-,4,1566106716382,0,0,有点厉害的感觉
6,1743035179,4,的迷糊艾利斯亲,0,1566105885328,0,0,好好看啊，喜欢易烊千玺
6,833679343,27,时荫园的守候,0,1566101332839,0,0,厉害了
6,930069954,25,李珊1212,2,1566098537239,0,1,葛老的配音好像是甄嬛传里面 皇上 的配音
6,1511448233,10,流星雨68104,1,1566095592959,0,0,和
6,1166739020,20,陶妞妞123,4,1566094492603,0,0,。。。。
6,1474431713,13,SelinceHeart-Ache,0,1566092713867,0,0,这个葛老音是陈建斌老师配的
6,1759413202,5,滴水桃i极粗旷,1,1566088185577,0,0,还可以
6,1061455108,40,贪玩的京,6,1566061955570,0,0,好看
6,1021611727,100,红波1477359534564564,4,1566056456749,0,0,可怜的小乙，居然会尽忠于张小敬这种人，不是应该宁死不说的么
6,1189612980,15,我自是年少873,0,1566050359150,0,0,张小敬
6,812294088,20,Winky177,4,1566046089792,0,0,在
6,436065085,20,cai篮岚,0,1566040592506,0,0,这一集拍的太好了，就像在看电影，整天画面和剧情太赞了。
6,1505888353,16,天啦噜蟹蟹,4,1566030315582,0,0,[哈哈]
6,1197307716,14,小喵钓鱼44404,1,1566023217237,0,0,这是一部好剧，但就12个时辰，48集我看了5集实在坚持不住了，去看小说喽
6,1536994369,1,YourGraceMyKing,0,1566019349338,1,0,比琅琊榜差太远了
6,1010148391,15,雅唔博士,2,1565986404392,0,0,啊啊啊啊
6,763449273,11,路在远方00030785,0,1565972482369,2,0,太慢了吧，一直在快进
6,1431746102,3,是捕捕啊,3,1565961035808,0,0,千玺棒棒！
6,1183096390,11,火羊宝的熊,0,1565947772931,2,0,现在的不管哪个题材的电视剧大部分都是三步不离情，五步不离爱的。这部真的是一部好剧了？
6,1205252768,3,埃丝特的瓜子76638,0,1565945219620,0,0,死昆仑老鬼，言而无信！
6,1205252768,3,埃丝特的瓜子76638,0,1565945206486,0,0,给我先把这昆仑老鬼揍一顿
6,1205252768,3,埃丝特的瓜子76638,0,1565945014511,1,0,张小敬没必要主动对小乙动手啊
6,1581818228,13,荒废的掌柜,4,1565939447503,5,0,恕我直言 葛老张小敬这场戏 张小敬真的是个憨逼 葛老洞悉人心 当张小敬犹豫纠结的时候已经输了 先是指认小乙 再是挖眼 一步步被迫言听计从 诚然这体现出他的有情有义 长安百万大的性命和保护暗桩的艰难选择 但是忠勇也该有点脑子 葛老知晓张小敬将死之际拼命寻找的情报必然价值颇高以此要挟 那反过来张小敬为什么不能反要挟呢？? 一个濒死之人挟持葛老的性命 告诉他如果任务失败我也会死 拉你垫背不亏 或许有人会说张小敬坦荡不会做这种事 但正如他自己所言 在长安几百万生灵面前 小人一回又怎样 更何况出卖暗桩难道就是坦荡所为? 两者之间何不选个更好的办法 能不泄露暗桩 从这点看 张小敬真的是个绝对憨逼 我佛了
6,1126953474,33,夜夜夜说白天也美,6,1565939201397,0,0,小乙太虐了…哎
6,839749775,29,冥紫蝶,3,1565938433477,0,0,好看，喜欢
6,851158076,26,有活力的泰贝莎酱,0,1565936433655,1,0,司丞奴婢像张柏芝
6,851158076,26,有活力的泰贝莎酱,0,1565936082035,1,0,我居然看到第六集还是很混乱不太懂
6,1511145676,20,这么神奇么22734,3,1565933940588,0,0,配音是陈建斌
6,1493427089,16,汪洋93459,4,1565931285971,0,0,好看剧情紧凑
6,1505888353,16,天啦噜蟹蟹,4,1565927732883,0,0,[呵呵]
6,976472642,28,小优雅乖乖,4,1565924102012,0,0,好看
6,1082548031,4,瑾2436,6,1565923255243,1,0,真好看！
6,1311899355,45,从你的全世界走过i42480,0,1565923106402,0,0,看到雷佳音才来看这个剧的[开心][开心][开心]
