,uid,userLevel,userName,vipGrade,createtime,voteUp,downCount,content
7,1145456874,15,eternally白y,1,1566133023710,0,0,很好的剧
7,1031863595,19,锯锯齿儿儿,3,1566131918782,0,0,陆三的翘舌普通话。。。。。。
7,1366779257,8,终x小强,0,1566105930930,0,0,服装指导怎么是个日本人
7,1563977994,1,l快活de哈林顿,0,1566101227010,0,0,不错不错
7,1039384033,2,mrschenyxx,5,1566099579158,0,0,太好看了
7,1421127822,24,小果果宝6,5,1566098617068,0,0,好看
7,1660791715,16,野哥哟,2,1566095840961,1,0,好看
7,1127639410,15,dawei520666,0,1566087568221,0,0,姚和龙波是一个人演的吧？
7,1127639410,15,dawei520666,0,1566087307007,1,0,这电视剧太好看了，给导演和一众演员👍
7,1021611727,100,红波1477359534564564,4,1566059198909,0,0,活该被下属抛弃
7,1179364066,9,哈哈凉凉了刚刚,1,1566057784714,0,0,弟弟
7,955748803,36,小蚊纸啦,5,1566057040400,0,0,好看，支持
7,1760191495,3,Ude8寻常同学奶酪,0,1566051815553,1,0,这个女的看着很烦人
7,1760191495,3,Ude8寻常同学奶酪,0,1566051706194,2,0,一辈子不用舒适达
7,1595224437,7,哎呦喂81687,2,1566050304209,1,0,好看
7,388507308,100,Jane153,6,1566049661793,1,0,姚…有点问题吧
7,379388716,61,hohoho_LJL,6,1566046985083,1,0,四字弟弟演得很不错，电视剧制作精良，人物刻画得入木三分，非常值得一看！！一追就欲罢不能！！[哈哈][哈哈][哈哈]
7,1566640208,21,你是小七吗,0,1566032423796,1,0,今年夏天热剧之一
7,376006673,28,惜情_情惜一切,5,1566024774641,1,0,萌萌的
7,376006673,28,惜情_情惜一切,5,1566024754219,1,0,好可爱的李必
7,1408919168,11,乔桥安咯啊,2,1566020940904,1,0,爱千玺～
7,1721724147,4,欧阳锋越发滴h奉献酱,0,1566019804490,2,0,雷佳音的演技也太赞了吧
7,1120769915,36,陈5615212099,4,1566019540510,0,0,谭琦和张柏芝确实有些像
7,1120769915,36,陈5615212099,4,1566019347977,0,0,不良人全体取消关注，左膀右臂断了
7,1120769915,36,陈5615212099,4,1566015416808,0,0,里面说的圣人是那个鸟啊
7,1535466636,10,希望这个昵称可以审核通过,2,1566013946846,0,0,剧中的李必几岁啊
7,1513299871,27,哎呀哎呀唉呀妈呀,4,1566012467815,0,0,好看
7,775480156,6,w干练de泰瑞纳斯,0,1565975379592,0,0,是近年少有的好剧！
7,1455502924,13,晨曦54935,0,1565967439796,3,0,广告太多
7,1128260054,100,乐云波,6,1565947800197,1,0,好久没这么出彩的国剧了
7,1210103434,25,miss段六六,5,1565940847660,2,0,追
7,904440781,6,单号诗音,6,1565919836961,0,0,喜欢易烊千玺
7,684010718,47,ykapp_upu52bvj,6,1565890565039,0,0,对于这男人来说经历的太少 顶不住这个压力
7,714527860,81,垚焱一颗不变心,6,1565888859171,0,0,积分拿走
7,1733521584,9,战戟de君波罗莫,2,1565851669793,3,0,配角都比千玺演得好，演技太嫩了
7,1512137044,23,DONG白四爷,4,1565841828213,0,0,千玺好帅
7,1452377668,15,玺小尢,0,1565841682049,0,0,怎么可以这样对阿必
7,904440781,6,单号诗音,6,1565834355811,1,0,好看，喜欢易烊千玺
7,714527860,81,垚焱一颗不变心,6,1565802534058,2,0,积分拿走
7,1382841487,12,我独爱你一个25953,0,1565798254412,0,0,[haha][胜利]
7,1513299871,27,哎呀哎呀唉呀妈呀,4,1565784224796,0,0,好看
7,1097291757,4,新瑶1485240520847917,1,1565777233666,0,0,我也是金色吗
7,334162756,14,什么样的名字都有了,1,1565768496066,3,0,有继续往下看的欲望
7,1172452462,6,秀气囡囡87,3,1565757878925,0,0,为什么隔几集画面就是横着的 
7,1727757504,7,倩倩滴亲杰罗姆,2,1565756919128,0,0,靠靠靠
7,475808399,66,wphwph110,0,1565755882713,0,0,圣人也是人，应该把人去掉，叫圣，或者直接叫齐天大圣，得了
7,1061593578,27,花开香满楼闻香而不醒,0,1565747588683,2,0,小乙，大唐少年志薛映
7,757284405,10,雨荷摄影,0,1565747417277,0,0,剧情挺不错的好看
7,1306482590,8,VoV易烟M,0,1565717417158,0,0,打错分，给9.0分，继续努力变好。
7,1342053545,39,微信1511333551021210,4,1565716691676,0,0,怎么说呢，还好
7,1760912684,33,滴新星小龙同志,0,1565716176083,0,0,人物设定、都非带非满
7,714527860,81,垚焱一颗不变心,6,1565713575780,0,0,积分拿走
7,814266992,47,灼华珠穆了,6,1565708738052,0,0,😅？？
7,1188017992,100,班无忧A,5,1565708710722,0,0,[哈哈]
7,1060825416,2,简便君0霍比特人U滴,0,1565698616985,0,0,我是来看那个叫龙波的安西军的，现在才出场
7,1060657997,16,waitsex57415,1,1565686404867,0,0,刚开始看的好吃力……
7,519080878,1,macfoo,6,1565684892502,0,0,"演员王思思，记住了。
有些人摆在面前的机会都抓不住。
有些人，即使放在角落也会发光。想低调，实力不允许"
7,340561778,20,搬砖很辛苦1,1,1565672381032,0,0,会员啦啦啦啦
7,340561778,20,搬砖很辛苦1,1,1565672368921,0,0,会员色
7,447907711,36,_106260946,4,1565671815933,0,0,哈哈，来啦来啦来啦
7,1133215436,4,不可小视的维达_,0,1565668994874,0,0,这么快就大结局了，好看
7,1495317944,23,后生89895,2,1565662903150,1,0,看的心跳
7,904440781,6,单号诗音,6,1565662596898,0,0,不错，大佬好厉害
7,1330704819,27,毛w泡菜,0,1565659791526,0,0,戴皇冠👑的都是vip吗？
7,714527860,81,垚焱一颗不变心,6,1565628218802,1,0,积分拿走
7,900957477,24,公开课阳光城,0,1565617689778,1,0,情节非常紧凑，挑不出不合理的地方，好剧！
7,501087332,27,godknew,1,1565615724841,2,0,节奏慢。看的好累。压抑
7,1049337843,100,欧气快到我碗里来,3,1565614200087,0,0,好
7,1530546340,10,刘甜蕾最美,2,1565611333257,0,0,haok 
7,1038197000,13,小巫女lulu,4,1565611318013,0,0,好看好看啊啊啊啊啊啊啊啊
7,1058913084,31,小晴天1480173990351185,6,1565607768815,3,0,这部戏不错，每一个角色都可以单独拿出来品评[大拇指][大拇指][大拇指]
7,1439418039,4,微笑在心1174624,0,1565601577252,0,0,看剧紧张 重复看了，等皇上岀来之后就觉得搞笑，疯子时代
7,1717776073,9,克罗夫茨的同志钢铁队长,0,1565588600402,1,0,易烊千玺演技没的说，太棒了
7,991021697,11,爱咋咋地18820331,1,1565578910733,1,0,还行，老喜欢雷佳音了
7,1656247151,7,酱托尔朗费罗滴,0,1565573401444,0,0,来了
7,1252196949,15,赳赳老秦91549,2,1565569831406,0,0,24小时演这么多集。。
7,616603522,52,LJLXTZ,2,1565564702936,0,0,[酷][真棒][真棒][花心][花心]
7,734732444,51,就管我叫皮皮,0,1565555991289,0,0,看见雷大头我就开心
7,714527860,81,垚焱一颗不变心,6,1565542674763,0,0,积分拿走
7,1755942989,4,滴波罗莫1极其传诵不绝,0,1565541078225,1,0,千玺背没有挺直，气势也不太够，不过已经很好了
7,1065291482,42,世事如棋3639,5,1565539963821,0,0,看的确实累
7,1148429733,23,风吹过河流的声音,3,1565538789011,0,0,哈哈
7,1063113377,18,可秋82825,5,1565535944127,0,0,难道拿了那份东西，不可以再为他效力？哭个毛线
7,1120985460,100,Autis_m_7,6,1565533044389,1,0,"

发票抬头头：***有限公司"
7,987465820,4,x生气的宁采臣,0,1565525928384,0,0, 节奏有点乱
7,440591042,45,铭心爱115227,6,1565518576006,0,0,我有点看不懂
7,1070921533,39,zhang50467707,5,1565515635312,0,0,看的累
7,1750164950,4,金刚狼冬儿君de,0,1565507996167,0,1,我在看您了，身上穿着一套的红衣服，包青天。😁
7,1750164950,4,金刚狼冬儿君de,0,1565507710355,0,0,你是包青天，我看到那个美女好惨哦。😔
7,1750164950,4,金刚狼冬儿君de,0,1565507148906,0,0,这个美女好漂亮，这男的好惨，帅[呵呵]
7,1750164950,4,金刚狼冬儿君de,0,1565506746388,0,0,姐姐去吃大餐，今天下雨，帅，路很远，要不远姐姐带你去吃大餐了[呵呵][呵呵][呵呵][呵呵][呵呵][呵呵][呵呵]
7,1750164950,4,金刚狼冬儿君de,0,1565505862865,0,0,"
帅是你吗[呵呵]"
7,1656247151,7,酱托尔朗费罗滴,0,1565482442487,0,0,来了
7,1380527016,5,andy0049,3,1565464653089,3,0,葛老怎么整个黑人演，太出戏了！
7,1641769163,5,甜亲小鱼,0,1565452983326,2,0,败笔就是演李必的 背课文呢啊
7,1034993806,25,passericy46951,4,1565446669674,4,1,路人，觉得易烊千玺演不错呀
7,1073618439,15,出家人慈悲为怀放屁,0,1565434383897,0,0, 怪难看，四不像
7,1739651848,7,de姬儿珍妮酱,0,1565427321424,0,0,自古逢秋悲寂寥，大难临头各自飞。
7,687004885,6,网上的德,0,1565397991411,0,0,钟小艾
7,1656247151,7,酱托尔朗费罗滴,0,1565392021588,0,0,来了
7,1749382561,4,马库斯贝齐君滴,1,1565371476102,4,0,那个催旅帅演得像个傻逼似的！
7,913042682,42,芥末墩儿儿儿儿,6,1565357443082,0,0,第七集，应该是念武侯，二声猴，不是后
7,1750577665,1,8洁白的8香肠尤其,0,1565352145241,4,0,四字弟弟很棒哦  未来可期[haha]
7,1123043473,5,QMH7892071841,2,1565344252276,1,0,遇到猪一样的队友
7,1148429733,23,风吹过河流的声音,3,1565340844455,0,0,哈哈
7,542547101,4,流行像雨,0,1565340827367,0,0,完全电影的画面质感，棒！
7,567470493,22,我是丶狂徒典范,3,1565337747614,1,0,这广告
7,835051373,61,Jomy_Fej,6,1565325921023,1,0,这老外是谁配音？
7,830822628,9,自如84724383,2,1565314792427,6,0,确实良心好剧，希望以后这样的好剧越来越多。好演员好导演越来越多！
7,1656247151,7,酱托尔朗费罗滴,0,1565312136131,1,0,来了
