,uid,userLevel,userName,vipGrade,createtime,voteUp,downCount,content
34,1605279995,7,真心斯莱特林a滴极度o,0,1566138162176,0,0,这剧得多刷我觉得[泪][泪]前面的都忘了[呵呵]
34,735512280,33,一一一一一一一一一一一一一一O,5,1566136665381,0,0,好看😊
34,1360213719,49,公良0涵蕾,5,1566122428197,0,0,这个李必怎么又跑到他们手里了  没看懂  上集不是还和他叔叔一起吗
34,1327546857,11,七点65658,0,1566111965610,0,0,这个大师是外国人啊？扶桑？
34,1071466200,47,阿珞1482026844662593,6,1566100990433,0,0,支持
34,1013561088,59,张哓哚,6,1566060137598,0,0,哈哈哈哈哈
34,760522845,26,yizaz,5,1566059539699,0,0,哥的发音唱错了，霓裳chang
34,1014656960,12,thlagnes9,2,1566055176451,0,0,请问小哥哥小姐姐你们知道结尾的这首英文歌是什么歌名吗？
34,1071466200,47,阿珞1482026844662593,6,1566047342086,0,0,好看
34,1372058572,10,de玛格丽塔Y勤恳同志,0,1566047051378,1,0,这一天是真的长呀
34,1387851924,17,ZF梦工坊,3,1566046856198,1,0,越看越想看。剧情扣人心悬，表演逼真。好剧！
34,1747876867,18,滴布尼安1最欢喜,0,1566033836999,2,0,蛮好看的
34,1752490811,4,同志慷慨尤其1麦花的,0,1566020571030,0,0,哇(ﾟoﾟ;
34,901237136,3,佳卫22634,2,1566013942260,0,0,11
34,1752490811,4,同志慷慨尤其1麦花的,0,1566012755451,0,0,哇哦(ﾟoﾟ;
34,1494698849,9,予墨1号,0,1566011206324,0,0,我才发现这部剧中还有徐璐😂
34,1703277234,10,易少年xxxx,2,1566008140082,0,0,支持
34,1444668347,25,手掌的热度,0,1565998697360,0,0,大头，打戏不错，喜欢大头
34,1181533806,32,caodongxinyi,3,1565972313312,0,0,希望还有一下部
34,1203919025,55,宝贝欣玥,6,1565969157355,0,0,还不错
34,1165801267,32,的沉香1别扭同志,6,1565962143150,1,0,好看
34,1692250127,6,保险同学滴天道i,0,1565949266068,1,1,这元载，简直就他妈绊脚石阿！看着就来气，想一耳瓜子抽死他!
34,1339796391,4,侃爷96809,2,1565948653114,3,1,这是电影版的电视剧，我这样说没错吧
34,1575605353,11,周瑜6899el,2,1565943606997,0,0,很好看
34,1717076472,12,念薇极的a实在桑,0,1565939535543,0,0,还是喜欢大头，演的不错
34,844692859,16,pengoi71111,0,1565937341687,0,1,王源实在太帅了李必太帅了
34,1135806417,7,-艾比盖茂盛de,0,1565929426428,0,0,精彩
34,375829240,50,love璐祺SJ,4,1565918970148,0,0,好看
34,1556833716,21,m949609095i,0,1565879472586,0,0,元载小人
34,1760389946,2,木木木柬柬,0,1565871255764,1,0,喜欢易烊千玺
34,1196514921,14,闪现空大石头人,2,1565870610519,2,0,看着这个王什么秀跟这个姓元的。。。。。哎
34,1079877993,22,四川了了65835,0,1565869321062,1,0,这个场景得留着，用水驱动的中央控制枢纽和动漫秦时明月的机关城一样!
34,1730108897,3,的尤其急性波义耳君,0,1565847708669,7,0,李必年纪很小吧虽然第一次看到新人，支持他，演的很不错了，大大的发展空间小伙子越来越好。喜欢檀棋早看出来了，他就是那个悲剧的默默付出默默爱的深的哪个角色扮演。
34,1760286922,2,欢喜yoyoyo,3,1565841072823,0,0,1
34,382778771,100,请叫我胖子王,1,1565836024593,1,0,34集的时候龙波怎么没把李必杀了
34,1565265624,14,ACCCCCC的,4,1565829813459,0,0,二刷
34,1045539185,12,心无杂念mac,0,1565790801978,0,0,前面节奏快真过瘾，现在感觉后边节奏太慢了，还有慢镜头[黑线]不过瘾呀，
